COMMODITY,COUNTRY,UNIT,QUANTITY,VALUE (US$ million)
VEGETABLE OILS,BELARUS,TON,0,0
VEGETABLE OILS,BELGIUM,TON,111,0.66
VEGETABLE OILS,BENIN,TON,0,0
VEGETABLE OILS,BHUTAN,TON,8813,11.12
VEGETABLE OILS,BOSNIA-HRZGOVIN,TON,0,0
VEGETABLE OILS,BOTSWANA,TON,3,0.01
VEGETABLE OILS,BRAZIL,TON,92,0.25
VEGETABLE OILS,BRUNEI,TON,6,0.02
VEGETABLE OILS,BURKINA FASO,TON,2,0
VEGETABLE OILS,CAMBODIA,TON,3,0.01
VEGETABLE OILS,CAMEROON,TON,0,0
VEGETABLE OILS,CANADA,TON,2780,4.01
VEGETABLE OILS,CAYMAN IS,TON,0,0
VEGETABLE OILS,CHILE,TON,4,0.02
VEGETABLE OILS,CHINA P RP,TON,37221,52.7
VEGETABLE OILS,COLOMBIA,TON,5,0.01
VEGETABLE OILS,CONGO D. REP.,TON,10,0.03
VEGETABLE OILS,CONGO P REP,TON,34,0.04
VEGETABLE OILS,COTE D' IVOIRE,TON,0,0
VEGETABLE OILS,CYPRUS,TON,0,0
VEGETABLE OILS,CZECH REPUBLIC,TON,0,0
VEGETABLE OILS,DENMARK,TON,2,0
VEGETABLE OILS,DJIBOUTI,TON,42,0.04
VEGETABLE OILS,DOMINIC REP,TON,1,0
VEGETABLE OILS,ECUADOR,TON,18,0.08
VEGETABLE OILS,EGYPT A RP,TON,19,0.04
VEGETABLE OILS,EQUTL GUINEA,TON,40,0.07
VEGETABLE OILS,ETHIOPIA,TON,3,0.01
VEGETABLE OILS,FIJI IS,TON,12,0.02
VEGETABLE OILS,FINLAND,TON,1,0.01
VEGETABLE OILS,FRANCE,TON,47,0.36
VEGETABLE OILS,GABON,TON,0,0
VEGETABLE OILS,GAMBIA,TON,0,0
VEGETABLE OILS,GEORGIA,TON,0,0
VEGETABLE OILS,GERMANY,TON,1212,4.68
VEGETABLE OILS,GHANA,TON,251,0.25
VEGETABLE OILS,GRENADA,TON,2,0
VEGETABLE OILS,GUATEMALA,TON,2,0.01
VEGETABLE OILS,GUINEA,TON,8,0.01
VEGETABLE OILS,GUYANA,TON,0,0
VEGETABLE OILS,HONG KONG,TON,71,0.15
VEGETABLE OILS,HUNGARY,TON,0,0
VEGETABLE OILS,ICELAND,TON,0,0
VEGETABLE OILS,INDONESIA,TON,300,1.44
VEGETABLE OILS,IRAN,TON,1331,2.52
VEGETABLE OILS,IRAQ,TON,3,0.02
VEGETABLE OILS,IRELAND,TON,8,0.03
VEGETABLE OILS,ISRAEL,TON,1,0
VEGETABLE OILS,ITALY,TON,5079,11.48
VEGETABLE OILS,JAMAICA,TON,0,0
VEGETABLE OILS,JAPAN,TON,754,3.29
VEGETABLE OILS,JORDAN,TON,22,0.05
VEGETABLE OILS,KAZAKHSTAN,TON,5,0.03
VEGETABLE OILS,KENYA,TON,79,0.16
VEGETABLE OILS,KOREA RP,TON,4,0.02
VEGETABLE OILS,KUWAIT,TON,699,1.78
VEGETABLE OILS,KYRGHYZSTAN,TON,0,0
VEGETABLE OILS,LATVIA,TON,0,0
VEGETABLE OILS,LEBANON,TON,1,0
VEGETABLE OILS,LIBERIA,TON,0,0
VEGETABLE OILS,LITHUANIA,TON,113,0.14
VEGETABLE OILS,MACAO,TON,0,0
VEGETABLE OILS,MADAGASCAR,TON,0,0
VEGETABLE OILS,MALAWI,TON,3,0.01
VEGETABLE OILS,MALAYSIA,TON,1068,4.1
VEGETABLE OILS,MALDIVES,TON,27,0.06
VEGETABLE OILS,MAURITANIA,TON,2,0
VEGETABLE OILS,MAURITIUS,TON,20,0.04
VEGETABLE OILS,MEXICO,TON,811,1.85
VEGETABLE OILS,MOLDOVA,TON,0,0
VEGETABLE OILS,MOROCCO,TON,0,0
VEGETABLE OILS,MOZAMBIQUE,TON,1,0
VEGETABLE OILS,NEPAL,TON,871,1.47
VEGETABLE OILS,NETHERLAND,TON,3269,12.76
VEGETABLE OILS,NETHERLANDANTIL,TON,0,0
VEGETABLE OILS,NEW ZEALAND,TON,241,0.42
VEGETABLE OILS,NIGER,TON,1,0
VEGETABLE OILS,NIGERIA,TON,40,0.12
VEGETABLE OILS,NORWAY,TON,8,0.02
VEGETABLE OILS,OMAN,TON,446,1.31
VEGETABLE OILS,PAKISTAN IR,TON,0,0
VEGETABLE OILS,PANAMA REPUBLIC,TON,4,0.02
VEGETABLE OILS,PERU,TON,1,0
VEGETABLE OILS,PHILIPPINES,TON,21,0.05
VEGETABLE OILS,POLAND,TON,7,0.02
VEGETABLE OILS,QATAR,TON,628,1.8
VEGETABLE OILS,REUNION,TON,19,0.07
VEGETABLE OILS,ROMANIA,TON,1,0
VEGETABLE OILS,RUSSIA,TON,785,4.34
VEGETABLE OILS,RWANDA,TON,1,0
VEGETABLE OILS,SAUDI ARAB,TON,866,2.18
VEGETABLE OILS,SENEGAL,TON,0,0
VEGETABLE OILS,SEYCHELLES,TON,55,0.08
VEGETABLE OILS,SIERRA LEONE,TON,0,0
VEGETABLE OILS,SINGAPORE,TON,1475,3.64
VEGETABLE OILS,SLOVENIA,TON,0,0
VEGETABLE OILS,SOUTH AFRICA,TON,58,0.13
VEGETABLE OILS,SPAIN,TON,2,0.02
VEGETABLE OILS,SRI LANKA DSR,TON,539,0.84
VEGETABLE OILS,SUDAN,TON,1,0.01
VEGETABLE OILS,SURINAME,TON,1,0
VEGETABLE OILS,SWEDEN,TON,7,0.02
VEGETABLE OILS,SWITZERLAND,TON,12,0.04
VEGETABLE OILS,TAIWAN,TON,3,0.01
VEGETABLE OILS,TANZANIA REP,TON,73,0.12
VEGETABLE OILS,THAILAND,TON,44,0.07
VEGETABLE OILS,TOGO,TON,4,0.01
VEGETABLE OILS,TRINIDAD,TON,7,0.02
VEGETABLE OILS,TUNISIA,TON,1,0.01
VEGETABLE OILS,TURKEY,TON,4,0.01
VEGETABLE OILS,U ARAB EMTS,TON,6320,14.79
VEGETABLE OILS,U K,TON,1040,4.64
VEGETABLE OILS,U S A,TON,3138,7.67
VEGETABLE OILS,UGANDA,TON,6,0.02
VEGETABLE OILS,UKRAINE,TON,7,0.05
VEGETABLE OILS,URUGUAY,TON,1159,5.51
VEGETABLE OILS,UZBEKISTAN,TON,0,0
VEGETABLE OILS,VIETNAM SOC REP,TON,1262,2.34
VEGETABLE OILS,YEMEN REPUBLC,TON,39,0.14
VEGETABLE OILS,ZAMBIA,TON,10,0.03
VEGETABLE OILS,ZIMBABWE,TON,0,0
OIL MEALS,ALBANIA,TON,135,0.02
OIL MEALS,AUSTRALIA,TON,1332,0.87
OIL MEALS,AUSTRIA,TON,0,0
OIL MEALS,BAHARAIN IS,TON,0,0
OIL MEALS,BANGLADESH PR,TON,253324,72.82
OIL MEALS,BELGIUM,TON,240,0.03
OIL MEALS,BHUTAN,TON,10300,3.98
OIL MEALS,BRAZIL,TON,95,0.07
OIL MEALS,BRUNEI,TON,255,0.13
OIL MEALS,BULGARIA,TON,185,0.18
OIL MEALS,CAMBODIA,TON,7528,1.69
OIL MEALS,CANADA,TON,53801,30.58
OIL MEALS,CHILE,TON,1,0
OIL MEALS,CHINA P RP,TON,3129,0.63
OIL MEALS,CZECH REPUBLIC,TON,1,0
OIL MEALS,ECUADOR,TON,784,0.46
OIL MEALS,EGYPT A RP,TON,19,0.01
OIL MEALS,FINLAND,TON,520,0.33
OIL MEALS,FRANCE,TON,22953,10.57
OIL MEALS,GABON,TON,3,0
OIL MEALS,GERMANY,TON,777,0.48
OIL MEALS,GHANA,TON,23,0.01
OIL MEALS,GREECE,TON,554,0.35
OIL MEALS,GUINEA,TON,10,0
OIL MEALS,HONG KONG,TON,2,0
OIL MEALS,INDONESIA,TON,15621,5.81
OIL MEALS,IRAN,TON,164572,76.37
OIL MEALS,ISRAEL,TON,1677,1.02
OIL MEALS,ITALY,TON,991,0.31
OIL MEALS,JAPAN,TON,72492,32.43
OIL MEALS,JORDAN,TON,105,0.06
OIL MEALS,KENYA,TON,4537,2.06
OIL MEALS,KOREA RP,TON,787270,148.72
OIL MEALS,KUWAIT,TON,5635,2.55
OIL MEALS,KYRGHYZSTAN,TON,1,0
OIL MEALS,LAO PD RP,TON,3104,0.68
OIL MEALS,LATVIA,TON,20,0.01
OIL MEALS,MADAGASCAR,TON,25878,12.08
OIL MEALS,MALAYSIA,TON,11821,4.26
OIL MEALS,MALDIVES,TON,1,0
OIL MEALS,MAURITANIA,TON,20,0.01
OIL MEALS,MAURITIUS,TON,200,0.11
OIL MEALS,MEXICO,TON,300,0.59
OIL MEALS,MOLDOVA,TON,0,0
OIL MEALS,MYANMAR,TON,55266,18.49
OIL MEALS,NEPAL,TON,130497,52.54
OIL MEALS,NETHERLAND,TON,12861,7.9
OIL MEALS,NEW CALEDONIA,TON,3665,1.83
OIL MEALS,NEW ZEALAND,TON,1090,0.61
OIL MEALS,NIGERIA,TON,0,0.01
OIL MEALS,OMAN,TON,3701,0.95
OIL MEALS,PHILIPPINES,TON,6973,1.72
OIL MEALS,POLAND,TON,313,0.19
OIL MEALS,PORTUGAL,TON,21,0.01
OIL MEALS,QATAR,TON,903,0.41
OIL MEALS,REUNION,TON,2615,1.41
OIL MEALS,ROMANIA,TON,1,0
OIL MEALS,RUSSIA,TON,626,0.2
OIL MEALS,RWANDA,TON,292,0.14
OIL MEALS,SAUDI ARAB,TON,101,0.03
OIL MEALS,SENEGAL,TON,42,0.01
OIL MEALS,SEYCHELLES,TON,1110,0.53
OIL MEALS,SINGAPORE,TON,1019,0.59
OIL MEALS,SLOVENIA,TON,113,0.03
OIL MEALS,SOMALIA,TON,0,0
OIL MEALS,SOUTH AFRICA,TON,150,0.07
OIL MEALS,SOUTH SUDAN,TON,0,0
OIL MEALS,SPAIN,TON,2264,1.38
OIL MEALS,SRI LANKA DSR,TON,13708,7.54
OIL MEALS,SUDAN,TON,1102,0.48
OIL MEALS,SURINAME,TON,21,0.01
OIL MEALS,SWEDEN,TON,3831,2.5
OIL MEALS,SWITZERLAND,TON,0,0
OIL MEALS,TAIWAN,TON,136444,19.95
OIL MEALS,TANZANIA REP,TON,1959,0.91
OIL MEALS,THAILAND,TON,210590,49.16
OIL MEALS,TRINIDAD,TON,1,0
OIL MEALS,TURKEY,TON,810,0.48
OIL MEALS,U ARAB EMTS,TON,2529,0.61
OIL MEALS,U K,TON,16205,9.7
OIL MEALS,U S A,TON,296851,173.75
OIL MEALS,UGANDA,TON,116,0.05
OIL MEALS,UKRAINE,TON,174,0.07
OIL MEALS,VIETNAM SOC REP,TON,297599,63.37
OIL MEALS,ZAMBIA,TON,10,0.02
GUERGAM MEAL,AFGHANISTAN,TON,0,0
GUERGAM MEAL,ALGERIA,TON,334,0.49
GUERGAM MEAL,ANGOLA,TON,72,0.09
GUERGAM MEAL,ARGENTINA,TON,4972,8.18
GUERGAM MEAL,AUSTRALIA,TON,4538,6.4
GUERGAM MEAL,AUSTRIA,TON,37,0.05
GUERGAM MEAL,BAHARAIN IS,TON,7,0.02
GUERGAM MEAL,BANGLADESH PR,TON,53,0.1
GUERGAM MEAL,BELGIUM,TON,1065,1.37
GUERGAM MEAL,BOLIVIA,TON,16,0.02
GUERGAM MEAL,BRAZIL,TON,3559,6.36
GUERGAM MEAL,BULGARIA,TON,57,0.08
GUERGAM MEAL,BURKINA FASO,TON,16,0.03
GUERGAM MEAL,BURUNDI,TON,0,0
GUERGAM MEAL,CANADA,TON,7917,12.51
GUERGAM MEAL,CHILE,TON,2667,2.4
GUERGAM MEAL,CHINA P RP,TON,21553,30.62
GUERGAM MEAL,COLOMBIA,TON,331,0.72
GUERGAM MEAL,CONGO D. REP.,TON,7,0.01
GUERGAM MEAL,CONGO P REP,TON,15,0.03
GUERGAM MEAL,COSTA RICA,TON,417,0.26
GUERGAM MEAL,COTE D' IVOIRE,TON,24,0.04
GUERGAM MEAL,CROATIA,TON,62,0.09
GUERGAM MEAL,CYPRUS,TON,18,0.01
GUERGAM MEAL,CZECH REPUBLIC,TON,20,0.03
GUERGAM MEAL,DENMARK,TON,8341,6.83
GUERGAM MEAL,DOMINIC REP,TON,34,0.06
GUERGAM MEAL,ECUADOR,TON,90,0.17
GUERGAM MEAL,EGYPT A RP,TON,1008,1.5
GUERGAM MEAL,ESTONIA,TON,60,0.08
GUERGAM MEAL,ETHIOPIA,TON,11,0.02
GUERGAM MEAL,FINLAND,TON,200,0.12
GUERGAM MEAL,FRANCE,TON,3515,4.48
GUERGAM MEAL,GERMANY,TON,21034,31.59
GUERGAM MEAL,GHANA,TON,72,0.12
GUERGAM MEAL,GREECE,TON,4452,2.55
GUERGAM MEAL,GUATEMALA,TON,238,0.38
GUERGAM MEAL,GUINEA,TON,14,0.06
GUERGAM MEAL,HONG KONG,TON,10,0.02
GUERGAM MEAL,INDONESIA,TON,2539,3.86
GUERGAM MEAL,IRAN,TON,1633,2.66
GUERGAM MEAL,IRAQ,TON,340,0.49
GUERGAM MEAL,IRELAND,TON,421,0.54
GUERGAM MEAL,ISRAEL,TON,382,0.57
GUERGAM MEAL,ITALY,TON,8732,10.6
GUERGAM MEAL,JAMAICA,TON,37,0.11
GUERGAM MEAL,JAPAN,TON,2348,6.25
GUERGAM MEAL,JORDAN,TON,103,0.15
GUERGAM MEAL,KAZAKHSTAN,TON,201,0.38
GUERGAM MEAL,KENYA,TON,51,0.13
GUERGAM MEAL,KOREA RP,TON,998,1.57
GUERGAM MEAL,KUWAIT,TON,11,0.03
GUERGAM MEAL,LATVIA,TON,25,0.04
GUERGAM MEAL,LEBANON,TON,21,0.03
GUERGAM MEAL,LIBYA,TON,19,0.04
GUERGAM MEAL,LITHUANIA,TON,190,0.29
GUERGAM MEAL,MACEDONIA,TON,0,0
GUERGAM MEAL,MADAGASCAR,TON,2,0.01
GUERGAM MEAL,MALAYSIA,TON,1430,2.34
GUERGAM MEAL,MALI,TON,8,0.01
GUERGAM MEAL,MALTA,TON,10,0.01
GUERGAM MEAL,MAURITANIA,TON,88,0.15
GUERGAM MEAL,MEXICO,TON,2221,3.25
GUERGAM MEAL,MONGOLIA,TON,3,0.01
GUERGAM MEAL,MOROCCO,TON,128,0.22
GUERGAM MEAL,NEPAL,TON,57,0.09
GUERGAM MEAL,NETHERLAND,TON,45939,29.72
GUERGAM MEAL,NETHERLANDANTIL,TON,1218,0.71
GUERGAM MEAL,NEW ZEALAND,TON,154,0.28
GUERGAM MEAL,NIGER,TON,2,0
GUERGAM MEAL,NIGERIA,TON,182,0.3
GUERGAM MEAL,NORWAY,TON,56822,35.53
GUERGAM MEAL,OMAN,TON,482,1.61
GUERGAM MEAL,PAKISTAN IR,TON,1,0.01
GUERGAM MEAL,PANAMA REPUBLIC,TON,18,0.03
GUERGAM MEAL,PAPUA N GNA,TON,34,0.05
GUERGAM MEAL,PERU,TON,243,0.38
GUERGAM MEAL,PHILIPPINES,TON,481,0.77
GUERGAM MEAL,POLAND,TON,1702,2.24
GUERGAM MEAL,PORTUGAL,TON,50,0.07
GUERGAM MEAL,QATAR,TON,114,0.44
GUERGAM MEAL,ROMANIA,TON,40,0.07
GUERGAM MEAL,RUSSIA,TON,28540,44.27
GUERGAM MEAL,SAUDI ARAB,TON,618,0.95
GUERGAM MEAL,SENEGAL,TON,48,0.08
GUERGAM MEAL,SINGAPORE,TON,67,0.1
GUERGAM MEAL,SLOVENIA,TON,20,0.03
GUERGAM MEAL,SOMALIA,TON,16,0.03
GUERGAM MEAL,SOUTH AFRICA,TON,1611,2.15
GUERGAM MEAL,SPAIN,TON,4075,3.02
GUERGAM MEAL,SRI LANKA DSR,TON,91,0.17
GUERGAM MEAL,SUDAN,TON,72,0.11
GUERGAM MEAL,SWITZERLAND,TON,1178,1.72
GUERGAM MEAL,SYRIA,TON,241,0.38
GUERGAM MEAL,TAIWAN,TON,229,0.39
GUERGAM MEAL,TANZANIA REP,TON,0,0
GUERGAM MEAL,THAILAND,TON,2591,2.89
GUERGAM MEAL,TUNISIA,TON,22,0.03
GUERGAM MEAL,TURKEY,TON,4135,3.97
GUERGAM MEAL,TURKMENISTAN,TON,22,0.03
GUERGAM MEAL,U ARAB EMTS,TON,1225,1.98
GUERGAM MEAL,U K,TON,20330,14.46
GUERGAM MEAL,U S A,TON,99203,159.19
GUERGAM MEAL,UKRAINE,TON,378,0.53
GUERGAM MEAL,URUGUAY,TON,50,0.07
GUERGAM MEAL,VENEZUELA,TON,20,0.03
GUERGAM MEAL,VIETNAM SOC REP,TON,605,0.84
GUERGAM MEAL,YEMEN REPUBLC,TON,131,0.18
GUERGAM MEAL,ZAMBIA,TON,44,0.07
CASTOR OIL,AFGHANISTAN,KGS,2360,0.01
CASTOR OIL,ALGERIA,KGS,4000,0.01
CASTOR OIL,ANGOLA,KGS,760,0
CASTOR OIL,ARGENTINA,KGS,745000,1.21
CASTOR OIL,AUSTRALIA,KGS,1508033,2.42
CASTOR OIL,AUSTRIA,KGS,57000,0.09
CASTOR OIL,AZERBAIJAN,KGS,600,0
CASTOR OIL,BAHARAIN IS,KGS,23799,0.06
CASTOR OIL,BANGLADESH PR,KGS,64193,0.14
CASTOR OIL,BELARUS,KGS,10,0
CASTOR OIL,BELGIUM,KGS,7128200,11.26
CASTOR OIL,BENIN,KGS,16550,0.04
CASTOR OIL,BOTSWANA,KGS,100,0
CASTOR OIL,BRAZIL,KGS,4934570,6.58
CASTOR OIL,BRUNEI,KGS,179,0
CASTOR OIL,BULGARIA,KGS,44430,0.08
CASTOR OIL,BURKINA FASO,KGS,16000,0.03
CASTOR OIL,CANADA,KGS,484097,0.84
CASTOR OIL,CHILE,KGS,107000,0.18
CASTOR OIL,CHINA P RP,KGS,235055210,340.76
CASTOR OIL,COLOMBIA,KGS,268200,0.41
CASTOR OIL,CONGO D. REP.,KGS,5300,0.01
CASTOR OIL,COSTA RICA,KGS,25400,0.05
CASTOR OIL,COTE D' IVOIRE,KGS,15000,0.03
CASTOR OIL,DOMINIC REP,KGS,16000,0.03
CASTOR OIL,EGYPT A RP,KGS,3409873,5.47
CASTOR OIL,EL SALVADOR,KGS,2000,0.01
CASTOR OIL,ESTONIA,KGS,350,0
CASTOR OIL,FIJI IS,KGS,962,0
CASTOR OIL,FINLAND,KGS,895563,1.39
CASTOR OIL,FRANCE,KGS,56769890,84.62
CASTOR OIL,GERMANY,KGS,3794601,6.7
CASTOR OIL,GHANA,KGS,152770,0.28
CASTOR OIL,GREECE,KGS,429000,0.71
CASTOR OIL,GUATEMALA,KGS,64000,0.12
CASTOR OIL,GUINEA,KGS,0,0
CASTOR OIL,GUYANA,KGS,1000,0
CASTOR OIL,HAITI,KGS,10000,0.02
CASTOR OIL,HONDURAS,KGS,7000,0.02
CASTOR OIL,HONG KONG,KGS,68300,0.13
CASTOR OIL,INDONESIA,KGS,1913525,3.21
CASTOR OIL,IRAN,KGS,1259048,2.44
CASTOR OIL,IRAQ,KGS,75780,0.11
CASTOR OIL,ISRAEL,KGS,190000,0.31
CASTOR OIL,ITALY,KGS,10992986,16.61
CASTOR OIL,JAMAICA,KGS,875,0
CASTOR OIL,JAPAN,KGS,21366626,33.87
CASTOR OIL,JORDAN,KGS,192310,0.3
CASTOR OIL,KAZAKHSTAN,KGS,8000,0.01
CASTOR OIL,KENYA,KGS,181100,0.31
CASTOR OIL,KOREA RP,KGS,10489574,16.89
CASTOR OIL,KUWAIT,KGS,256625,0.41
CASTOR OIL,LATVIA,KGS,151823,0.29
CASTOR OIL,LEBANON,KGS,130600,0.22
CASTOR OIL,LITHUANIA,KGS,346000,0.53
CASTOR OIL,MALAWI,KGS,11747,0.03
CASTOR OIL,MALAYSIA,KGS,3506237,6.16
CASTOR OIL,MALDIVES,KGS,451,0
CASTOR OIL,MALTA,KGS,800,0
CASTOR OIL,MAURITIUS,KGS,8402,0.03
CASTOR OIL,MEXICO,KGS,2860661,4.29
CASTOR OIL,MOROCCO,KGS,314600,0.5
CASTOR OIL,MOZAMBIQUE,KGS,555,0
CASTOR OIL,MYANMAR,KGS,22500,0.04
CASTOR OIL,NEPAL,KGS,102552,0.19
CASTOR OIL,NETHERLAND,KGS,97937825,147.09
CASTOR OIL,NEW ZEALAND,KGS,46288,0.1
CASTOR OIL,NIGERIA,KGS,229560,0.42
CASTOR OIL,NORWAY,KGS,68006,0.12
CASTOR OIL,OMAN,KGS,1865250,2.88
CASTOR OIL,PAKISTAN IR,KGS,302600,0.64
CASTOR OIL,PANAMA REPUBLIC,KGS,5000,0.02
CASTOR OIL,PAPUA N GNA,KGS,10,0
CASTOR OIL,PERU,KGS,96025,0.17
CASTOR OIL,PHILIPPINES,KGS,255445,0.48
CASTOR OIL,POLAND,KGS,72899,0.12
CASTOR OIL,QATAR,KGS,73670,0.13
CASTOR OIL,REUNION,KGS,1830,0.01
CASTOR OIL,ROMANIA,KGS,108000,0.17
CASTOR OIL,RUSSIA,KGS,6089506,9.38
CASTOR OIL,RWANDA,KGS,56,0
CASTOR OIL,SAUDI ARAB,KGS,1050910,1.77
CASTOR OIL,SENEGAL,KGS,6000,0.01
CASTOR OIL,SEYCHELLES,KGS,30,0
CASTOR OIL,SIERRA LEONE,KGS,30,0
CASTOR OIL,SINGAPORE,KGS,2394374,4.37
CASTOR OIL,SLOVENIA,KGS,223000,0.33
CASTOR OIL,SOUTH AFRICA,KGS,2498408,4.03
CASTOR OIL,SPAIN,KGS,2156600,3.4
CASTOR OIL,SRI LANKA DSR,KGS,181100,0.27
CASTOR OIL,SUDAN,KGS,338400,0.52
CASTOR OIL,SWEDEN,KGS,18020,0.03
CASTOR OIL,SYRIA,KGS,38000,0.06
CASTOR OIL,TAIWAN,KGS,2976407,4.64
CASTOR OIL,TANZANIA REP,KGS,77257,0.14
CASTOR OIL,THAILAND,KGS,15164458,22.98
CASTOR OIL,TRINIDAD,KGS,18000,0.03
CASTOR OIL,TUNISIA,KGS,8882,0.02
CASTOR OIL,TURKEY,KGS,8896426,13.72
CASTOR OIL,TURKMENISTAN,KGS,2000,0
CASTOR OIL,U ARAB EMTS,KGS,5694710,9.28
CASTOR OIL,U K,KGS,9759978,15.27
CASTOR OIL,U S A,KGS,63498233,99.26
CASTOR OIL,UGANDA,KGS,968,0
CASTOR OIL,UKRAINE,KGS,424120,0.71
CASTOR OIL,URUGUAY,KGS,140,0
CASTOR OIL,UZBEKISTAN,KGS,41000,0.06
CASTOR OIL,VENEZUELA,KGS,8000,0.01
CASTOR OIL,VIETNAM SOC REP,KGS,695245,1.19
CASTOR OIL,YEMEN REPUBLC,KGS,49150,0.09
CASTOR OIL,ZAMBIA,KGS,24973,0.05
SHELLAC,AFGHANISTAN,KGS,465390,3.01
SHELLAC,ALGERIA,KGS,25,0
SHELLAC,ARGENTINA,KGS,8075,0.1
SHELLAC,AUSTRALIA,KGS,11515,0.61
SHELLAC,AUSTRIA,KGS,520,0.01
SHELLAC,BAHARAIN IS,KGS,5,0
SHELLAC,BANGLADESH PR,KGS,1025402,5.25
SHELLAC,BELARUS,KGS,300,0
SHELLAC,BELGIUM,KGS,306,0.05
SHELLAC,BHUTAN,KGS,5,0
SHELLAC,BOLIVIA,KGS,27000,0.21
SHELLAC,BRAZIL,KGS,3335,0.03
SHELLAC,CAMEROON,KGS,25,0
SHELLAC,CANADA,KGS,93922,0.51
SHELLAC,CHILE,KGS,1000,0.01
SHELLAC,CHINA P RP,KGS,315575,3.11
SHELLAC,COLOMBIA,KGS,150,0.06
SHELLAC,COSTA RICA,KGS,1200,0.03
SHELLAC,COTE D' IVOIRE,KGS,100,0
SHELLAC,ECUADOR,KGS,5500,0.05
SHELLAC,EGYPT A RP,KGS,215700,1.37
SHELLAC,FIJI IS,KGS,75,0
SHELLAC,FINLAND,KGS,100,0
SHELLAC,FRANCE,KGS,54496,1.03
SHELLAC,GERMANY,KGS,599986,4.08
SHELLAC,GHANA,KGS,273,0
SHELLAC,GREECE,KGS,507,0.01
SHELLAC,HAITI,KGS,43500,0.31
SHELLAC,HONG KONG,KGS,140,0
SHELLAC,INDONESIA,KGS,145000,1.05
SHELLAC,IRAN,KGS,80228,0.57
SHELLAC,IRAQ,KGS,425000,2.69
SHELLAC,ITALY,KGS,121700,0.85
SHELLAC,JAPAN,KGS,76463,1.08
SHELLAC,KAZAKHSTAN,KGS,0,0
SHELLAC,KENYA,KGS,22197,0.21
SHELLAC,KOREA RP,KGS,30530,3.1
SHELLAC,MALAYSIA,KGS,23504,0.2
SHELLAC,MAURITIUS,KGS,3875,0.04
SHELLAC,MEXICO,KGS,418,0.18
SHELLAC,MOZAMBIQUE,KGS,2,0
SHELLAC,MYANMAR,KGS,2000,0
SHELLAC,NEPAL,KGS,46847,0.1
SHELLAC,NETHERLAND,KGS,19802,0.57
SHELLAC,NEW ZEALAND,KGS,1644,0.02
SHELLAC,NIGERIA,KGS,804,0.01
SHELLAC,OMAN,KGS,55,0
SHELLAC,PAKISTAN IR,KGS,373100,1.31
SHELLAC,PANAMA REPUBLIC,KGS,1000,0.02
SHELLAC,PHILIPPINES,KGS,175,0
SHELLAC,POLAND,KGS,50,0
SHELLAC,QATAR,KGS,50,0
SHELLAC,ROMANIA,KGS,5,0
SHELLAC,RUSSIA,KGS,81270,0.27
SHELLAC,SAUDI ARAB,KGS,4770,0.05
SHELLAC,SERBIA,KGS,2157,0.02
SHELLAC,SINGAPORE,KGS,3991,0.03
SHELLAC,SLOVENIA,KGS,1795,0.03
SHELLAC,SOUTH AFRICA,KGS,7865,0.14
SHELLAC,SPAIN,KGS,178086,1.11
SHELLAC,SRI LANKA DSR,KGS,133075,0.62
SHELLAC,SURINAME,KGS,2,0
SHELLAC,SWEDEN,KGS,6,0
SHELLAC,SWITZERLAND,KGS,1049,0.03
SHELLAC,TAIWAN,KGS,7477,0.09
SHELLAC,THAILAND,KGS,118490,0.86
SHELLAC,TOGO,KGS,85,0
SHELLAC,TUNISIA,KGS,3000,0.02
SHELLAC,TURKEY,KGS,15645,0.15
SHELLAC,U ARAB EMTS,KGS,71831,0.51
SHELLAC,U K,KGS,132629,1.45
SHELLAC,U S A,KGS,2155634,20.63
SHELLAC,URUGUAY,KGS,5300,0.06
SHELLAC,UZBEKISTAN,KGS,100,0
SHELLAC,VENEZUELA,KGS,10,0.01
SHELLAC,VIETNAM SOC REP,KGS,1115,0.01
SUGAR,AFGHANISTAN,TON,295346,97.77
SUGAR,ALGERIA,TON,0,0
SUGAR,ANGOLA,TON,3553,1.33
SUGAR,ANTARTICA,TON,3,0
SUGAR,ARMENIA,TON,5,0.01
SUGAR,AUSTRALIA,TON,1066,1.33
SUGAR,AUSTRIA,TON,0,0
SUGAR,BAHARAIN IS,TON,23424,8.39
SUGAR,BANGLADESH PR,TON,450621,146.66
SUGAR,BELGIUM,TON,4830,2.69
SUGAR,BELIZE,TON,0,0
SUGAR,BENIN,TON,12474,3.88
SUGAR,BHUTAN,TON,6268,3.85
SUGAR,BOSNIA-HRZGOVIN,TON,0,0
SUGAR,BOTSWANA,TON,30,0.01
SUGAR,BRUNEI,TON,2,0
SUGAR,BULGARIA,TON,0,0
SUGAR,BURKINA FASO,TON,2,0
SUGAR,CAMBODIA,TON,1,0
SUGAR,CAMEROON,TON,4905,1.58
SUGAR,CANADA,TON,3594,2.69
SUGAR,CAPE VERDE IS,TON,182,0.07
SUGAR,CAYMAN IS,TON,0,0
SUGAR,CHAD,TON,1080,0.37
SUGAR,CHILE,TON,13,0.01
SUGAR,CHINA P RP,TON,43777,14.85
SUGAR,COLOMBIA,TON,0,0
SUGAR,COMOROS,TON,400,0.15
SUGAR,CONGO D. REP.,TON,2496,0.95
SUGAR,CONGO P REP,TON,865,0.3
SUGAR,COTE D' IVOIRE,TON,36619,12.52
SUGAR,CROATIA,TON,376,0.18
